,완전,완전히,아주
잘나옴,1,0,0
잘나와서요,0,0,1
잘닦여,0,0,1
잘돼서,2,0,0
잘돼있더라구오,0,0,1
잘됏다고,1,0,0
잘됐구만,0,0,1
잘됐군,1,0,0
잘됐네,0,0,1
잘됐다,1,0,0
잘됐당,1,0,1
잘됐어요,0,0,1
잘되는구만,0,0,1
잘되어있더라구요,1,0,0
잘된거,1,0,0
잘된당,0,0,1
잘드셨나보네요ㅋㅋㅈ,0,0,1
잘드시네요,0,0,1
잘드심,1,0,1
잘듣고있음,0,0,1
잘때렸어,1,0,0
잘만났다라고,1,0,0
잘만들고있넹,1,0,0
잘말리구,0,0,1
잘맞습니다,0,0,1
잘맞아서,1,0,0
잘맞아요,0,0,1
잘맞으실것같구요,1,0,0
잘먹고있다ㅋ,0,0,1
잘먹네요,0,0,1
잘먹는뎅,1,0,0
잘먹는편은,1,0,0
잘먹더라구요,0,0,1
잘먹습니다,0,0,1
잘먹어,1,0,0
잘먹어요,2,0,0
잘먹어용,0,0,1
잘먹었어요,0,0,1
잘먹을듯,1,0,0
잘먹쥐,1,0,0
잘목고,0,0,1
잘못,1,0,0
잘못된,1,0,0
잘보고왔어요,1,0,0
잘보여,3,0,0
잘보지,0,0,1
잘봐,0,0,1
잘봐요ㅋ,1,0,0
잘봤었죠,1,0,0
잘봤지,1,0,0
잘붙인거지,1,0,0
잘붙힘,1,0,0
잘산템,1,0,0
잘살지,0,0,1
잘샀어,1,0,0
잘생겼어,1,0,0
잘생기게,1,0,0
잘싸워,1,0,0
잘썼다,1,0,0
잘썼당,1,0,0
잘쓰고있습니다,0,0,1
잘쓰네,0,0,1
잘쓰도라고,0,0,1
잘쓰죠,1,0,0
잘쓰죵,0,0,1
잘쓰지,1,0,0
잘씁니다용,1,0,0
잘씹히고,1,0,0
잘씹히구,1,0,0
잘아시네요,1,0,0
잘아시는데요,1,0,0
잘아신당,1,0,0
잘알이네요,1,0,0
잘알죠,0,0,1
잘알지는,1,0,0
잘어울려,1,0,1
잘어울렸겠다,1,0,0
잘어울릴지,0,0,1
잘어울림,1,0,0
잘와,0,0,1
잘익었어,0,0,1
잘익은,1,0,0
잘있지,1,0,0
잘자,1,0,0
잘자는데요,1,0,0
잘자는즁,0,0,1
잘자서,0,0,1
잘잡아요,1,0,0
잘잤오여,1,0,0
잘잤으,1,0,0
잘지내서,0,0,1
잘지었어요,1,0,0
잘찾아네,0,0,1
잘찾았당,1,0,0
잘챙겨서,1,0,0
잘쳐옄ㅋㅋㅋㅋ,1,0,0
잘칠듯ㅎㅎ,1,0,0
잘타고,0,0,1
잘팔려,1,0,0
잘하고,0,0,3
잘하고있어,0,0,1
잘하구이쒀,0,0,1
잘하구있넹,0,0,1
잘하네,0,0,1
잘하는,1,0,1
잘하는거,0,0,1
잘하는데,1,0,0
잘하드라,1,0,0
잘하셨네요,0,0,1
잘하시겠네요,1,0,0
잘하시고,1,0,0
잘하시네요,1,0,1
잘하시더라구요,1,0,0
잘하신거,1,0,0
잘하실거같아요,1,0,0
잘하죠,1,0,0
잘한,0,0,2
잘할듯,1,0,0
잘함,0,0,1
잘해,4,0,2
잘해놨쥬,1,0,0
잘해쒀,0,0,1
잘해요,0,0,1
잘해주고,0,0,1
잘햇노,1,0,0
잘햇음,1,0,0
잘했군,0,0,2
잘했네,0,0,1
잘했당,1,0,3
잘했셔,0,0,1
잘했어,1,0,2
잘했어ㅋㅋㅋㅋㅋㅋ,0,0,1
잘했어요,0,0,1
잘했엉,2,0,0
잘했오,0,0,4
잘했지,0,0,1
잠,1,0,0
잠겨야하죠,1,0,0
잠기지,1,0,0
잠깐,0,0,11
잠깐씩,0,0,1
잠깐이고,1,0,0
잠깐임,0,0,1
잠깐했어요,0,0,1
잠깐했었는데,0,0,1
잠깨버려서,1,0,0
잠꾸러기,1,0,0
잠들었을땤ㅋㅋ,1,0,0
잠수를,0,1,0
잠시,0,0,2
잠에,2,0,0
잠이,1,0,0
잠이그냥,1,0,0
잠자는,1,0,0
잠투정,0,0,1
잡덕이라,1,0,0
잡덕이에요ㅋㅋㅋ,1,0,0
잡아먹고싶네요,0,0,1
잡초밭이더라,1,0,0
장,2,0,0
장기연애네,1,0,0
장기프로젝트임,1,0,0
장난,1,0,0
장난아니네,1,0,0
장난아니더라고요,1,0,0
장난아니어서,1,0,0
장난아니에요,1,0,0
장난아니예요,0,0,1
장난아닌데,0,0,1
장난아닌데요,1,0,0
장난없네여,0,0,1
장난없넹,0,0,1
장난이,1,0,0
장농이얔ㅋㅋㅋㅋㅋㅋ,1,0,0
장님같이,1,0,0
장마같아요,1,0,0
장마야,1,0,0
장모잖아,1,0,0
장사,0,0,1
장사하실줄아시네요,1,0,0
장수,1,0,0
장수프로그램이네요,1,0,0
장수하는군요,0,0,1
장시간,1,0,0
장시간이죠,1,0,0
장식이야,1,0,0
장우산파요,2,0,0
장인,1,0,0
장점인듯해요,1,0,0
재난영화,1,0,0
재미나,2,0,0
재미나게,1,0,0
재미나더라,1,0,0
재미났대요,0,0,1
재미들린거,0,0,1
재미쒀ㅠ,1,0,0
재미없었은데,1,0,0
재미있게,2,0,1
재미있습니다ㅋㅋ,0,0,1
재미있어,1,0,0
재미있어요,1,0,0
재미있었어요,2,0,0
재미있죠,1,0,0
재미져요,0,0,1
재미진,1,0,0
재미짐,1,0,0
재믺어,1,0,0
재밋,1,0,0
재밋나보죠,0,0,1
재밋어,1,0,1
재밋어요,2,0,0
재밋엇겟더만,1,0,0
재밌ㅇ요,1,0,0
재밌게,15,0,1
재밌게봄,3,0,0
재밌게봤어,1,0,0
재밌게봤죠,1,0,0
재밌게했죠,1,0,0
재밌겠네,1,0,0
재밌겠는데요,1,0,0
재밌겠다,3,0,0
재밌겠당,1,0,0
재밌겠어요,2,0,0
재밌곘는데요,1,0,0
재밌고,1,0,2
재밌구,1,0,0
재밌눙,1,0,0
재밌는,1,0,1
재밌는거,1,0,0
재밌는거를,0,0,1
재밌는데,2,0,0
재밌다,2,0,1
재밌다구,1,0,0
재밌당,1,0,0
재밌더라,1,0,0
재밌더라고용,1,0,0
재밌더라구요,1,0,0
재밌어,6,0,1
재밌어보였어,1,0,0
재밌어서,1,0,0
재밌어여,1,0,0
재밌어요,10,0,1
재밌어요ㅎㅎ,1,0,0
재밌어요ㅜㅜ,1,0,0
재밌어요ㅠㅠ,1,0,0
재밌어요그겈ㅋㅋㅋㅋ,1,0,0
재밌어용,1,0,0
재밌었겠다ㅠㅠ,1,0,0
재밌었는데,3,0,1
재밌었다잉,0,0,1
재밌었어,2,0,0
재밌었어ㅋㅋㅋㅋㅋ,1,0,0
재밌었어요,3,0,1
재밌었어욬ㅋㅋ,1,0,0
재밌었지,1,0,0
재밌었짘ㅋㅋㅋ,1,0,0
재밌엉ㅠ볼따구,1,0,0
재밌오,1,0,0
재밌을,2,0,0
재밌을거같더라,1,0,0
재밌을거같아요,1,0,0
재밌잖아ㅋㅋ,1,0,0
재밌잖아요,1,0,0
재밌잖아요ㅋㅋ다음화가,1,0,0
재밌죠,2,0,0
재밌죠ㅋㅋㅋㅋㅋ,1,0,0
재밌지,4,0,0
재발견,1,0,0
재빠르게,0,0,1
재재,1,0,0
재택아니더라도,1,0,0
재택은,1,0,0
재택이,1,0,0
재현할,0,1,0
잭팟,1,0,0
잼겟더라,1,0,0
잼나,1,0,0
잼나도랑,1,0,0
잼나보이던데,1,0,0
잼나실겁니다,0,0,1
잼남,1,0,0
잼죠,1,0,0
쟁이,0,0,1
저,2,0,0
저가형브랜드인데,1,0,0
저격당했어,1,0,0
저내요,1,0,0
저녁될거같은뎌,1,0,0
저녁에만,1,0,0
저녁엔,1,0,0
저녁인데,1,0,0
저는,1,0,0
저도,2,0,0
저라고요,1,0,0
저랑,5,0,0
저랬지,1,0,0
저렴이눈,0,0,1
저렴이는,1,0,0
저렴인뎅,1,0,0
저렴하게,4,0,1
저렴하네요,1,0,0
저렴하더라구요,1,0,1
저렴한,1,0,0
저렴한데,1,0,0
저렴한디요,1,0,0
저렴한척,0,0,1
저렴해요,1,0,0
저렴해지더라구용,1,0,0
저만,1,0,0
저문거,1,0,0
저에요,2,0,0
저점이라고,1,0,0
저조해,1,0,0
저주를,0,0,1
저질,1,0,0
저질이거든요,1,0,0
저질인데,1,0,0
저질체력이라서ㅜㅜㅜㅜ,1,0,0
저탄고지,1,0,0
저한텐,1,0,0
저희,1,0,0
저희가,1,0,0
적게,1,0,2
적게로,0,0,1
적고,0,0,1
적극,1,0,0
적당한,1,0,0
적성에,1,0,0
적었거든,1,0,0
적은,1,0,0
적응됐겠네,1,0,0
적응된거같아,1,0,0
적응하고,1,0,0
적응하는듯,1,0,0
적이라곸ㅋㅋㅋㅋㅋㅋㅋ,1,0,0
적자같던데,1,0,0
적절,0,0,1
적절하도다,0,0,1
적절한,1,0,1
적절한게,0,0,1
적절함,0,0,1
적합한,0,0,1
전국각지,0,0,1
전국적인,0,0,1
전도유망해요,1,0,0
전문가,2,0,0
전문가같으세요,1,0,0
전문가분들이네요,1,0,0
전문가스러운,1,0,0
전문가시군요,1,0,0
전문가야,1,0,0
전문성,1,0,0
전문이죠,1,0,0
전문적,1,0,0
전방에서,1,0,0
전부,1,0,2
전산,0,0,1
전원생활이시네요,1,0,0
전원주택이네요,1,0,0
전위적이군,0,0,1
전율,1,0,0
전쟁이네,0,0,1
전쟁이었잖아ㅠ,1,0,0
전쟁통,0,0,1
전통,1,0,0
전투력을,1,0,0
전하고,1,0,0
전혀다른네,0,0,1
전형적인,1,0,0
전화하고,0,0,1
절냄새남,1,0,0
절레비,0,0,1
절망적이지,1,0,0
절친이네요,0,1,0
절친임,1,0,0
젊긴,1,0,0
젊으실,1,0,0
젊은,1,0,1
젊은이들,0,0,1
젊잖아,1,0,0
접으신,1,0,0
정,1,1,0
정name12같아,1,0,0
정갈하네여,0,0,1
정교한,1,0,0
정글됨,1,0,0
정기적으로,0,0,1
정답이었네,1,0,0
정답이에요,0,0,1
정떨어졋엇어요,1,0,0
정리하는건,0,1,0
정리해서,0,1,0
정말,1,0,2
정문으로,1,0,0
정반대라,1,0,0
정반대로,1,0,0
정반대에요,1,0,0
정반대의,0,1,0
정반대인데,1,0,0
정반대지,1,0,0
정보왕이시네요,1,0,0
정상화,1,0,0
정석이죠,1,0,0
정성껏,0,0,1
정식대로,1,0,0
정신,3,0,0
정신을,1,0,0
정신이,0,0,1
정의롭고,0,0,1
정의의,1,0,0
정주행,1,0,0
정주행각,1,0,0
정중하게,0,0,1
정지,1,0,0
정직하게,1,0,0
정착하게된건,0,1,0
정착한,0,1,0
정착해서,1,0,0
정통파시네요,1,0,0
정화됐다구,0,0,1
정확한가보네요,0,0,1
정확합니다,0,0,1
정확해,0,0,1
정확해오,0,0,1
정확해요,0,0,2
정확했네요,1,0,0
정확히,1,0,0
젖는,1,0,0
제,16,0,1
제3자의,1,0,0
제가,4,0,1
제각각이었어요,0,0,1
제거가,1,0,0
제대로,12,0,4
제대로야ㅋ,0,0,1
제대로여,0,0,1
제대로죠,1,0,0
제맛인데,0,0,1
제멋대로야,0,0,1
제명당해,0,0,1
제스타일,1,0,0
제스탈일듯,1,0,0
제와삐,1,0,0
제외,1,0,0
제일,1,0,0
제입맛,1,0,0
제주사람돠겈내,1,0,0
제철,1,0,0
제취향이더라구요,1,0,0
제취향이었어요,1,0,0
제취향이에여,1,0,0
제취향이에요ㅋㅋㅋㅋㅋ,1,0,0
제한하면,0,1,0
제한한거에요,0,1,0
젤리곰ㅋㅋㅋ꼼지락거리는거,1,0,0
졌잘싸였어요,1,0,0
조,0,0,1
조각입니다,0,0,1
조개뚱카롱도,1,0,0
조권재질,1,0,0
조그마행,1,0,0
조그만거,1,0,0
조그만해ㅠ,1,0,0
조그매요,0,0,1
조금,1,0,24
조금더,0,0,1
조금만,0,0,7
조금만이야,0,0,1
조금먹긴했당,1,0,0
조금버렸더니,1,0,0
조금씩,0,0,7
조금씩있어,0,0,1
조금요,0,0,1
조금의,0,0,1
조금이나마,0,0,1
조금이면,0,0,1
조금이에요,0,0,1
조금이요,0,0,1
조금했넹,1,0,0
조리해,1,0,0
조미료를,0,0,1
조사서,0,0,1
조심,2,0,0
조심해야,1,0,0
조심히,0,0,2
조아,4,0,5
조아ㅋㅋ,0,0,2
조아ㅠ,2,0,0
조아요,2,0,1
조아용,0,0,4
조아조앙,1,0,0
조아하네,1,0,0
조아할거야,0,0,1
조아핮ㅍ,1,0,0
조아해요,2,0,1
조아해요ㅎㅎ,1,0,0
조아횽,0,0,1
조앗슴,0,0,1
조앙,5,0,15
조와,1,0,0
조용,1,0,0
조용하군에ㅕ,0,0,1
조용하니까,1,0,0
조용해,1,0,1
조용했네,0,0,1
조용히,0,0,1
조은,0,0,1
조은거,1,0,0
조은거라고,1,0,0
조졋군,1,0,0
조타,1,0,0
조화가,1,0,0
족발,1,0,0
존ㅁ7ㅅ,1,0,0
존경스러워요,1,0,0
존경스러워요ㅋㅋㅋㅋ,1,0,0
존경합니다,1,0,1
존경해,0,0,1
존맛,3,0,0
존맛ㅜㅜ,1,0,0
존맛이ㅇ6,1,0,0
존맛인뎅,1,0,0
존잼이여,1,0,0
존잼이죠,1,0,0
졸귀징,1,0,0
졸려지고,1,0,0
졸림,0,0,1
졸업한지,1,0,0
좁드만,1,0,0
좁아,1,0,0
종식되면,1,0,0
종식되지,0,2,0
종식선언전엔,1,0,0
종식은,1,0,0
종식이니,1,0,0
종이,0,0,1
종종,0,0,1
종합이네,1,0,0
좋,1,0,0
좋가,1,0,0
좋게보는편이라,0,0,1
좋겠군,0,0,1
좋겠네요,2,0,0
좋겠다,6,0,0
좋겠다잉,1,0,0
좋겠어,0,0,1
좋구,3,0,1
좋구ㅋㅋㅋ파스타도ㅋㅋ면만,1,0,0
좋구마,0,0,1
좋구마잉,0,0,1
좋구만,0,0,5
좋구만ㅋㅋ,0,0,1
좋구만ㅋㅋㅋ,0,0,1
좋구만요,0,0,1
좋구먼,2,0,0
좋구먼ㅋㅋㅋ,0,0,1
좋구요,2,0,0
좋군,1,0,3
좋군요,0,0,1
좋그든ㅋㅋ,1,0,0
좋긴혀,1,0,0
좋나요,0,0,1
좋네,6,0,3
좋네요,12,0,9
좋네요ㅋ,1,0,0
좋네용,1,0,0
좋다,4,0,6
좋다고,1,0,1
좋다뇨,0,0,1
좋다더라,1,0,0
좋다며,0,0,1
좋다아,1,0,0
좋댄,1,0,0
좋더구만요,0,0,1
좋더라,0,0,2
좋더라고요,0,0,1
좋더라구여,0,0,1
좋더라구요,1,0,4
좋더라규,0,0,1
좋더랔ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0,0,1
좋던,1,0,0
좋드만,1,0,0
좋슴자,0,0,1
좋습니다,1,0,10
좋습니당ㅋㅋㅋㅋㅋ,0,0,1
좋습니닼ㅋㅋㅋㅋ오랜만에,0,0,1
좋아,26,0,25
좋아ㅋㅋㅋㅋ,1,0,0
좋아래요,4,0,0
좋아보여,0,0,1
좋아보여서,1,0,0
좋아보여요,0,0,1
좋아보이지,1,0,0
좋아서,0,0,1
좋아서요,1,0,0
좋아여,5,0,1
좋아염,1,0,0
좋아요,34,0,22
좋아요ㅋㅋ,1,0,0
좋아요ㅋㅋㅋ,1,0,0
좋아요ㅋㅋㅋㅋㅋ,1,0,0
좋아요ㅋㅋㅋ요새,1,0,0
좋아요ㅎㅎ,2,0,0
좋아요ㅠ,1,0,0
좋아요ㅠㅠㅋㅋㅋㅋㅋㅋ,1,0,0
좋아요우ㅠㅜ그리고,1,0,0
좋아용,0,0,1
좋아유,1,0,1
좋아유ㅎㅎ,0,0,1
좋아졌네,1,0,0
좋아졌다고,1,0,0
좋아졌답니다,0,0,1
좋아죽네,0,0,1
좋아죽는다구,0,0,1
좋아지거나,1,0,0
좋아지겠죠,0,0,1
좋아지지도,0,0,1
좋아짐,1,0,0
좋아하거던요,1,0,0
좋아하거든,2,0,0
좋아하거든여,1,0,0
좋아하거든요,6,0,1
좋아하거든요ㅎㅎ,1,0,0
좋아하거든욬ㅋㅋ,1,0,0
좋아하게,1,0,0
좋아하겟는데용,1,0,0
좋아하겠네,0,0,1
좋아하고,3,0,0
좋아하고요,1,0,0
좋아하구요,1,0,0
좋아하네,1,0,0
좋아하네요,0,0,1
좋아하는,7,0,6
좋아하는건,1,0,0
좋아하는구나ㅋㅋㅋㅋㅋㅋㅋ,1,0,0
좋아하는데,21,0,0
좋아하는데ㅠㅠ,1,0,0
좋아하는데ㅠㅠㅠ,1,0,0
좋아하는뎅,2,0,0
좋아하니까,1,0,0
좋아하셧죠,1,0,0
좋아하시겠네요,1,0,0
좋아하시네요,1,0,0
좋아하시는,1,0,0
좋아하시지,1,0,0
좋아하실,1,0,2
좋아하잖아요,1,0,0
좋아하져,2,0,0
좋아하조ㅠㅠㅠㅠ,1,0,0
좋아하죠,16,0,2
좋아하죠ㅋㅋㅋ통했네요ㅋㅋ,1,0,0
좋아하죠ㅎㅎ,1,0,0
좋아하죠ㅠㅜㅜ,1,0,0
좋아하죠ㅠㅠㅠㅠ,1,0,0
좋아하지,7,0,0
좋아하지ㅋㅋㅋㅋㅋ,1,0,0
좋아하지요,1,0,1
좋아하진,0,0,3
좋아하진않구요,0,0,1
좋아한다ㅋㅋ,1,0,0
좋아한다는,0,0,1
좋아한다던데,0,0,1
좋아한답니다,0,0,1
좋아함,5,0,1
좋아합니다,12,0,13
좋아합니다ㅋㅋㅋㅋㅋㅋ,0,0,1
좋아합니다ㅎㅎ,1,0,0
좋아해,11,0,0
좋아해ㅛ어요,1,0,0
좋아해ㅠㅜ,1,0,0
좋아해ㅠㅜ책으로도,1,0,0
좋아해묘,1,0,0
좋아해서,14,0,2
좋아해여,3,0,1
좋아해여ㅋㅋ,1,0,0
좋아해오,1,0,0
좋아해옹,1,0,0
좋아해요,173,0,13
좋아해요ㅋㅋ,1,0,0
좋아해요ㅋㅋㅋ,2,0,0
좋아해요ㅎㅎ,4,0,0
좋아해요ㅜㅜ,1,0,0
좋아해요ㅠㅜ,1,0,0
좋아해요ㅠㅠ,2,0,0
좋아해요ㅠㅠㅠㅠㅠ,2,0,0
좋아해요ㅠㅠ매일매일,1,0,0
좋아해용,1,0,0
좋아해욬ㅋㅋㅋㅋㅋ,1,0,0
좋아햇거든요,1,0,0
좋아햇었거든요,1,0,0
좋아했거든요,1,0,0
좋아했구,1,0,0
좋아했는데,3,0,0
좋아했어,1,0,0
좋아했어요,2,0,0
좋아했었고요,1,0,0
좋아했었는데,1,0,0
좋아행,1,0,0
좋아행노,1,0,0
좋앗지,1,0,0
좋았거든요,1,0,0
좋았겠어요ㅠㅠㅠ,1,0,0
좋았고,1,0,0
좋았나보군요,0,0,1
좋았는데,0,0,1
좋았는뎅,1,0,0
좋았다고ㅎㅎ,1,0,0
좋았다면서요,1,0,0
좋았던,1,0,0
좋았슴다,0,0,1
좋았습니다,0,0,2
좋았어,3,0,2
좋았어ㅛ,1,0,0
좋았어ㅠㅠㅠ,1,0,0
좋았어요,9,0,4
좋았을때만큼,1,0,0
좋았을텐데,0,0,1
좋았음,1,0,0
좋았죠,1,0,0
좋았지,2,0,2
좋앙,1,0,2
좋어해요,4,0,0
좋운데갔다오셨네용,1,0,0
좋으넹,1,0,0
좋으다,1,0,0
좋으셨겠네요ㅎㅎ,1,0,0
좋으시겠습니다,0,0,1
좋으시겠어요,1,0,0
좋으시겠어요ㅠㅠ,1,0,0
좋으시네,1,0,0
좋으신,1,0,0
좋으실,0,0,1
좋은,21,0,52
좋은거,1,0,1
좋은거거든,0,0,1
좋은건,0,0,1
좋은걸,1,0,1
좋은걸요,0,0,1
좋은것,1,0,0
좋은것같아요,1,0,0
좋은것임,0,0,1
좋은뀸,1,0,0
좋은데,5,0,3
좋은데서,1,0,0
좋은데여,1,0,0
좋은데요,8,0,1
좋은뎅,1,0,0
좋은듯해,0,0,1
좋은디ㅋ,1,0,0
좋은생각,1,0,0
좋은생각얌,0,0,2
좋은생각이다,0,0,1
좋은생각이얌,0,0,2
좋은생각인뎅,1,0,0
좋은생각입니당,0,0,1
좋은선택이시네요,0,0,1
좋은자세야,0,0,1
좋은정보당,1,0,0
좋은차네,1,0,0
좋은현상이에용,0,0,1
좋을,7,0,1
좋을거같아요,1,0,0
좋을거란,0,1,0
좋을것,1,0,0
좋을듯,2,0,0
좋을텐데요,0,0,1
좋음,5,0,3
좋음요,0,0,1
좋응,1,0,0
좋잖아요,2,0,0
좋제,1,0,0
좋져,2,0,0
좋죠,24,0,7
좋죠ㅜㅜ,1,0,0
좋죠ㅠ,1,0,0
좋죠ㅠㅠㅠ,1,0,0
좋쥬,0,0,1
좋지,10,0,6
좋지ㅠ,3,0,0
좋지는,1,0,2
좋지요,2,0,1
좌절임,1,0,0
좌훈기,1,0,0
죠아,1,0,0
주,1,0,0
주류야,1,0,0
주륵주륵,0,0,1
주식꾼들이,1,0,0
주옥같겠군ㅋㅋ,0,0,1
주옥되는,0,0,1
주워온,0,0,1
주인,1,0,0
주저,1,0,0
주접ㅆㅏ더니,0,0,1
주차,1,0,0
주차장일거같어,1,0,0
주택가라서여,1,0,0
죽겟어요,0,0,1
죽겠고,0,0,1
죽겠어,0,0,2
죽겠어요ㅋㅋ,0,0,1
죽는줄알고,0,0,1
죽데이,1,0,0
죽도록,0,0,1
죽됐음,1,0,0
죽밥,1,0,0
죽어도,1,0,0
죽여,0,0,1
죽여줬지,0,0,1
죽을,1,0,0
죽을맛입니다,0,0,1
죽지,1,0,0
죽파,1,0,0
줄매달아놓고,0,0,1
줄어든거,1,0,0
줄어들었어요,1,0,0
줄줄,0,0,1
중2병,1,0,0
중간에,0,0,1
중간이,0,0,1
중국인스러운,1,0,0
중노동이에요,1,0,0
중독,1,0,0
중독되고,1,0,0
중독되더라구요ㅎㅎ,1,0,0
중독성,5,0,0
중독성있죠ㅋㅋ,1,0,0
중독이에요,1,0,0
중독이죠,1,0,0
중독자예요ㅠㅠ,1,0,0
중독적이죠,0,0,1
중독적인,1,0,0
중립,1,0,0
중세,1,0,0
중소기업소속st,1,0,0
중요,2,0,0
중요하다고,0,0,1
중요하죠,0,0,1
중요하지,1,0,0
중요한,0,0,7
중요한데ㅜㅜ,1,0,0
중요합니다,0,0,1
중요해,2,0,2
중요해요,0,0,2
중요했지,0,0,1
쥐약이에요,1,0,0
즁독성있는,1,0,0
즐감중이에요,1,0,0
즐거운,0,0,4
즐거울것같아요,1,0,0
즐거워,0,0,2
즐거워요,0,0,1
즐거웠습니다,0,0,1
즐거웠지,0,0,1
즐겁게,0,0,2
즐겁습니다,0,0,1
즐겁지,0,0,1
즐겼을거야ㅋㅋㅋ,1,0,0
즐기지는,0,0,1
즐기지못한,0,1,0
즐비하지,0,0,1
지,1,0,3
지가,1,0,1
지각,1,0,0
지각이다,1,0,0
지각쟁이였어용,1,0,0
지겨워요ㅠㅠ,1,0,0
지겨워죽겠어,0,0,1
지극정성이였디,0,0,1
지금,4,0,1
지금있는곳정리하고ㅠㅠ,1,0,0
지긋지긋한,0,0,1
지는,0,1,0
지독한,1,0,0
지독해요,1,0,0
지들,1,0,0
지들만,0,0,1
지딸,0,0,1
지랄이다,0,0,1
지랄지랄을,0,0,1
지맘대로,1,0,0
지멋대로에요,0,0,1
지멋대로임,0,0,1
지방,0,0,1
지배해버렸어,1,0,0
지성되서,1,0,0
지성이야,1,0,0
지성이었어요,1,0,0
지세상되니까,0,0,1
지옥이라던데ㄷㄷ,1,0,0
지옥철ㅠㅠ,1,0,0
지저분해졌다구요,1,0,0
지적이고,1,0,0
지지고,0,0,1
지지할,0,1,0
지침,1,0,0
지하,1,0,0
지하실,0,0,1
지하철,0,0,1
직격타,1,0,0
직빵이야,1,0,0
직설적이셔서,0,0,1
직장상사가,1,0,0
직장은,1,0,0
직장인,1,0,0
직진,1,0,0
직진함,1,0,0
진국이겠어요,1,0,0
진맄ㅋㅋㅋ,1,0,0
진빼느라,0,0,1
진상,1,0,0
진상떨면서,0,0,1
진상이었어,0,0,1
진수성찬,0,0,1
진수성찬인뎅,1,0,0
진심,0,0,1
진심으로,0,0,1
진심은,1,0,0
진심이네여,1,0,0
진심이라서,1,0,0
진심이시규나,1,0,0
진심이에용,1,0,0
진절머리,1,0,0
진지한데,1,0,0
진짜,7,0,0
진하게,0,0,1
진하겟는데요,1,0,0
진하겠군,0,0,1
진하고,2,0,0
진한,1,0,1
진한맛이거든요,1,0,0
진해졌네요,1,0,0
질려버렸어,0,1,0
질려버리고,1,0,0
질리도록,0,0,1
질색하면서,0,0,1
질펀하게,0,0,1
짐,1,0,0
짐승이,1,0,0
짐이고,1,0,0
짐이에요ㅋㅋ,1,0,0
집단면역,1,0,0
집돌이인,1,0,0
집밥느낌,1,0,0
집밥이네요,1,0,0
집밥이에요ㅋㅋ도가니탕이랑,1,0,0
집밥제대로시네여,1,0,0
집사님이,1,0,0
집사님이시군요ㅋㅋ,1,0,0
집순쓰,1,0,0
집순이,1,0,0
집순이네ㅋㅋㅋ,1,0,0
집순이라,2,0,0
집순이라ㅜㅜ,1,0,0
집순이라서,1,0,0
집순이에요,1,0,1
집안으로,0,0,1
집안이,0,0,1
집앞에,0,0,1
집앞이다,1,0,0
집에,0,0,1
집주인분,0,0,1
집중,1,0,0
집중수비하나보네,1,0,0
집중을,1,0,0
집중하고,1,0,0
집중하기가,1,0,0
집중하면사,0,0,1
집중해서,3,0,0
집중해야행,1,0,0
집중했어ㅋ,1,0,0
징그러워서,1,0,0
징그럽답니다,0,0,1
징글징글합니다,0,0,1
징징징,0,0,1
징하게,0,0,1
짜글짜글이었는데,1,0,0
짜릿하더라구요,1,0,0
짜릿했다고,1,0,0
짜부되있다든뎈ㅋㅋㅋㅋ,1,0,0
짜서,1,0,0
짜증나,1,0,0
짜증나ㅎㅎㅎㅎ,0,0,1
짜증나ㅠㅜㅜㅠ,1,0,0
짜증나네,1,0,0
짜증나는,0,0,1
짜증나요,1,0,0
짜증나요ㅠ,1,0,0
짜증났을,1,0,0
짜증내고,1,0,0
짜증내면서,1,0,0
짜증내서,1,0,0
짜증이래,1,0,0
짜증이빠이데쓰,1,0,0
짠내,1,0,0
짠돌이라구요,0,0,1
짧게,0,0,4
짧게있지ㅋ,0,0,1
짧네오,1,0,0
짧네요,2,0,0
짧은,0,0,2
짬뽕맛,1,0,0
짬뽕맛이었어여,1,0,0
짬뽕밥처럼,1,0,0
짬뽕으로,1,0,0
짬뽕이었어요,2,0,0
짬뽕인데,1,0,0
짭짤해,0,0,1
짭쪼름해가지고,1,0,0
짱,8,0,0
짱나겠어요,1,0,0
짱나요,1,0,0
짱나욥,1,0,0
짱나잖아요,1,0,0
짱났는데,1,0,0
짱맛인,1,0,0
짱아니냐구,1,0,0
짱이네,1,0,0
짱이네요,2,0,0
짱이다,5,0,0
짱이더라구용,0,0,1
짱이야,1,0,0
짱이었는데,1,0,0
짱이에요,1,0,0
짱이잖아요,2,0,0
짱이죠,2,0,0
짱인데요,1,0,0
짱임,1,0,0
짱짱,2,0,0
짱짱한가봐요,1,0,0
짱팬이에옄ㅋㅋㅋ,1,0,0
째꼼,0,0,1
째끔,0,0,1
쨍,0,0,1
쨍쨍,2,0,0
쨍쨍이네,1,0,0
쨍쨍이네요,0,0,1
쨍쨍이야,1,0,0
쨍쨍하게,0,0,1
쨍쨍하네요,0,0,1
쨍쨍하다가,1,0,0
쨍하게,1,0,0
쨍한,1,0,0
쨍한민트예요,1,0,0
쩌는,1,0,0
쩌는것,1,0,0
쩌리됨,1,0,0
쩐내나,1,0,0
쩔어,2,0,0
쩝쩝박사네,1,0,0
쩝쩝박사시네,1,0,0
쩝쩝박사시네요ㅜㅜㅜ,1,0,0
쩝쩝박사시네용,1,0,0
