,완전,완전히,아주
부들부들해ㅋㅋ,1,0,0
부들부들해서,1,0,0
부랄친구요,1,0,0
부러운,1,0,0
부러운데,1,0,0
부러운데요,1,0,0
부러워,3,0,1
부러워요,14,0,2
부러워요ㅎㅎ,1,0,0
부러워요ㅠㅠㅠㅠㅠㅠ,1,0,0
부러워요ㅠㅠㅠㅠㅠㅠㅠㅠㅠ,1,0,0
부러워욕,1,0,0
부러워욥,1,0,0
부럽,3,0,0
부럽ㅋㅋㅋㅋㅋㅋㅋ,1,0,0
부럽ㅠ,1,0,0
부럽ㅠㅋㅋ,1,0,0
부럽군,0,0,1
부럽네,3,0,0
부럽네요,3,0,0
부럽노,1,0,0
부럽다,3,0,0
부럽다ㅠㅠㅠ,1,0,0
부럽다는,1,0,0
부럽닼ㅋㅋㅋㅋ,1,0,0
부럽더라,1,0,0
부럽습니다,1,0,0
부럽습니당,0,0,1
부르는대로,0,0,1
부산,1,0,0
부셔버려,0,0,1
부실,2,0,0
부실대학으로,1,0,0
부실부싱,1,0,0
부실하던데요,1,0,0
부어가지고,1,0,0
부업,1,0,0
부자로,1,0,0
부자잔아,1,0,0
부족하네,1,0,0
부족했는데,1,0,0
부지런,3,0,0
부지런맨,1,0,0
부지런오렌지,1,0,0
부지런인간,1,0,0
부지런하세요,1,0,0
부지런하시네요,1,0,0
부지런하신거죠,1,0,0
부지런한거,1,0,0
부지런히,1,0,0
부티크,1,0,0
북어,0,0,1
북적북적,0,0,1
북치고장구치고쌩쇼를한다,0,0,1
분내날때,1,0,0
분노함,0,0,1
분열이네,1,0,0
분위기,1,0,0
분위기ㅋㅋㅋㄱ,1,0,0
분위기가,0,0,1
분유값을,0,0,1
분통이,0,0,1
분해서,0,0,1
불가능인데,1,0,0
불국사이미지였는데,1,0,0
불규칙적인,1,0,0
불금이네,1,0,0
불룩,1,0,0
불만이많잖아,0,0,1
불면,1,0,0
불신해,1,0,0
불쌍하게,1,0,0
불쌍하지,1,0,0
불안,1,0,1
불친절하시네,1,0,0
불캐하다고,0,0,1
불편,1,0,0
불편한,1,0,0
불편해,0,0,1
불편했잖아,1,0,0
불호일것,1,0,0
불효녀네,1,0,0
불효자라그래서,1,0,0
붐비고,1,0,0
붙어서,2,0,0
브라질올림픽인줄알았어요,0,0,1
블라인드네여,1,0,0
블로거,0,0,1
블루오션이네요,1,0,0
블챌감인데ㅡㅡ,1,0,0
비,1,0,0
비가,1,0,2
비건은,1,0,0
비교도,1,0,0
비교됨,1,0,0
비누맛이에요ㅠ,1,0,0
비대면할때,1,0,0
비만,1,0,0
비몽사몽이었지,1,0,0
비법은,1,0,0
비상,1,0,0
비상하다고,0,0,1
비슷하면서,1,0,0
비슷하시네요,1,0,0
비슷하신데여,1,0,0
비슷한,0,0,1
비슷해,1,0,0
비슷해요,2,0,0
비슷했어,1,0,0
비실비실한데,1,0,0
비싸거나,1,0,0
비싸구,1,0,0
비싸더라,1,0,0
비싸보이네요,1,0,0
비싸요,0,0,1
비싸자나,1,0,0
비싸잔아,1,0,0
비싸잖아요,1,0,0
비싸죠,1,0,0
비싸죠ㅎ,1,0,0
비싸지,0,0,1
비싸진,0,0,1
비싼,0,0,1
비싼걸로,0,0,1
비싼곳이면,0,0,1
비싼티켓은,0,0,1
비쌀땤ㅋㅋㅋㅋㅋㅋㅋㅋ,0,0,1
비쌌고,0,0,1
비위생적인데서,1,0,0
비유ㅜ맞추느라,0,0,1
비정상인데,1,0,0
비지니스,0,0,1
비추,1,0,0
비추야,1,0,0
비추예요,1,0,0
비추진짜,1,0,0
비추천입니다ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0,0,1
비츄,1,0,0
비호감,1,0,0
비혼주의는,1,0,0
비효율,0,0,1
비효율적이라,0,0,1
빅데이터이네,1,0,0
빈속에,1,0,0
빈정상했는데,1,0,0
빙고,1,0,0
빙그르르,1,0,0
빙봉같아요ㅋㅋㅋㅋ,1,0,0
빠글빠글하게,0,0,1
빠듯하게,0,0,1
빠르게,7,0,0
빠르군,1,0,0
빠르네,3,0,0
빠르던뎅,1,0,0
빠르신가봐요,0,0,1
빠르지도,0,0,1
빠른데용,1,0,0
빠른뎅,4,0,0
빠방하게,2,0,0
빠삭,1,0,0
빠삭빠삭하니,0,0,1
빠삭하시네요,1,0,0
빠삭한데,1,0,0
빠져가지구,1,0,0
빠져나오기도,1,0,0
빠져드셨군요,1,0,0
빠져들었던,1,0,0
빠져들었어요,1,0,0
빠져들죠,1,0,0
빠져버려소,1,0,0
빠져버렸어요,3,0,0
빠져버림,1,0,0
빠져서,4,0,0
빠져요,1,0,0
빠져있던,1,0,0
빠져있어요,1,1,0
빠져있잖아요,1,0,0
빠졋,1,0,0
빠졌구만,0,0,1
빠졌네,1,0,0
빠졌어요,4,0,1
빠졌어요ㅎㅎ,2,0,0
빠졌었어요,1,0,0
빠진거죠,0,0,1
빡,0,0,1
빡ㅇ빡해요,0,0,1
빡돌아ㅋㅋㅋ나한테만,1,0,0
빡빡하대,0,0,1
빡빡한,1,0,0
빡세게,1,0,0
빡세고만,0,0,1
빡세요,1,0,0
빡세지않아요,1,0,0
빡센데,1,0,0
빡셔,1,0,0
빡시게,0,0,1
빡쳐서,1,0,0
빡치기,1,0,0
빡치네,1,0,0
빤짝빤짝,0,0,1
빨간거,1,0,0
빨간색,1,0,0
빨갛게,1,0,0
빨개졌어요,1,0,0
빨라,2,0,0
빨랐잖아,1,0,0
빨랑,6,0,0
빨리,17,0,0
빨리가지않아요,1,0,0
빨리오네,1,0,0
빨해,1,0,0
빱며들엇네,0,0,1
빵,2,0,0
빵빵씈ㅋㅋㅋ,1,0,0
빵빵하게,1,0,0
빵빵하고,1,0,0
빵빵해,0,0,1
빵수니,1,0,0
빵수니라서,1,0,0
빵순이,2,0,0
빵순이에여ㅋㅋ,1,0,0
빵순이에요,2,0,0
빵순이에요ㅋㅋ,1,0,0
빵순이에용ㅋㅋㅋㅋㅋㅋ,1,0,0
빵순이입니다,1,0,0
빵순인데,2,0,0
빵실빵실한데,1,0,0
빵점이라,1,0,0
빵집,1,0,0
빵터지던데,1,0,0
빵터짐,1,0,0
빼고,0,1,0
빼꼼하고,1,0,0
빼닮았다고,1,0,0
빼박,1,0,0
빼박인게,1,0,0
빼지,1,0,0
뻐근하네,1,0,0
뻔뻔한데,1,0,0
뻔하고,0,0,1
뻗어,1,0,0
뻗어서,1,0,0
뻗어잤어요,1,0,0
뻗었어요,1,0,0
뻗음,1,0,0
뻗치는,1,0,0
뻣뻣이거든요,1,0,0
뻣뻣한데,1,0,0
뻥,1,0,0
뼈때리네ㅋㄱㄲ,1,0,0
뼈때리시네요,1,0,0
뼈를,1,0,0
뼈맞았습니다,1,0,0
뽀또맛,1,0,0
뽀송뽀송하게,0,0,1
뽀얗네,1,0,0
뽀짝하다,1,0,0
뽈또그리해,0,0,1
뽈뽈뽈,0,0,1
뽐쀼,1,0,0
뽕뽑으셨네요,1,0,0
뽕을,0,0,2
뿅감,1,0,0
뿌듯,1,0,0
뿌듯하겠당,1,0,0
뿌듯하군,0,0,1
뿌듯하군여,0,0,1
뿌듯하네요,0,0,1
뿌듯하죠,1,0,0
뿌듯하지,1,0,0
뿌듯하지요,1,0,0
뿌듯한,0,0,2
뿌듯해,1,0,0
뿌듯해요,2,0,0
뿌듯해해,0,0,1
뿌듯해해도돼,1,0,0
뿌듯했엉요,0,0,1
뿌듯행,0,0,1
뿌실ㄹ게,0,0,1
뿌옇다던데,0,0,1
삐둘어지는,1,0,0
삐졌는데,3,0,0
삐죽해졋거든,1,0,0
사겨,1,0,0
사고뭉치처럼,1,0,0
사고싶어,0,0,1
사고싶어요,1,0,0
사고싶음,1,0,0
사골고아먹었다고,0,0,1
사골국같구요,1,0,0
사기,1,0,0
사기같아여ㅠ,1,0,0
사기결혼각,1,0,0
사기꾼이라면서요,1,0,0
사기당한,1,0,0
사기여서,1,0,0
사기일것같은데,1,0,0
사기조합,1,0,0
사라졌나요,1,0,0
사라졌는데,1,0,0
사라지긴,0,1,0
사라지는,0,1,0
사라지면,1,0,0
사라짐,0,1,0
사람,1,0,0
사람같아요,1,0,0
사람같았어요,1,0,0
사람들이,0,0,2
사람에,1,0,0
사람을,0,0,2
사람이,1,0,0
사람이구만ㅋ,1,0,0
사람이다,1,0,0
사랑,4,1,0
사랑가득한,0,0,1
사랑가득해보여,1,0,0
사랑둥이에요,2,0,1
사랑래요,1,0,0
사랑받고,0,0,1
사랑스러움,1,0,0
사랑스러웡,1,0,0
사랑스럽죠,1,0,0
사랑스럽지,1,0,0
사랑에서,1,0,0
사랑의,1,0,0
사랑하게,1,0,0
사랑하구,1,0,0
사랑하는데,0,0,1
사랑하는데ㅠㅠㅋㅋㅋ,1,0,0
사랑하시는걸로,0,0,1
사랑하잔아,1,0,0
사랑하죠,2,0,1
사랑하쥬,1,0,0
사랑하지,1,0,0
사랑합니다,4,0,0
사랑해,4,0,0
사랑해서,1,0,0
사랑해요,14,0,0
사랑해요ㅎㅎ,1,0,0
사랑했는데요,1,0,0
사랑행,1,0,0
사룽해,1,0,0
사리가,0,0,1
사먹은적,1,0,0
사무직,1,0,0
사바사인거같더라구요,1,0,0
사사로운,0,0,1
사소한거에서,0,0,1
사실만,1,0,0
사알짝,0,0,1
사이,0,0,1
사이가,1,0,0
사이다,1,0,0
사이다지,0,0,1
사이버,1,0,0
사이버대학이죠,1,0,0
사이코패스,1,0,0
사짜구만,0,0,1
사탕해줄게,1,0,0
삭막하고,1,0,0
삭막합니다ㅜㅜ,0,0,1
삭제,1,0,0
삭제하고,1,0,0
삭퓸ㅇ야,1,0,0
산,1,0,0
산골에,1,0,0
산속,1,0,0
산속에,1,0,0
산책의길로,1,0,0
산택인듯,1,0,0
살,1,0,0
살거,0,0,1
살러,0,1,0
살림꾼이얌,1,0,0
살림만랩이시겠어요,1,0,0
살만해,0,0,1
살이,2,0,0
살짝,1,0,14
살짝만,0,0,1
살짝이야,0,0,1
살짝이어도,0,0,1
살짝이요ㅠ,0,0,1
살쪄서,1,0,0
살찌는,1,0,0
살찌는행동만ㅋㅋㅋ,1,0,0
살찐,1,0,0
살판났드만ㅡㅡ,0,0,1
삶의,1,0,0
삶의질,1,0,0
삼겹살,1,0,0
삼위일체네요,0,0,1
상견례,1,0,0
상관없더라,1,0,0
상극이네요,1,0,0
상남자,1,0,0
상남자스타일,1,0,0
상남자시네요,1,0,0
상담이며,0,0,1
상담쪽은,1,0,0
상대방중심적이잖아,1,0,0
상머스마,1,0,0
상반된,1,0,0
상뵨태야,1,0,0
상상,1,0,0
상상도,1,0,0
상상되는,1,0,0
상상이,1,0,0
상위권이었어요,1,0,0
상위는,1,0,0
상전이더라구,0,0,1
상처받았다는데요,1,0,0
상콤달콤이네요,1,0,0
상쾌ㅏ게,0,0,1
상쾌하겠구마잉,0,0,1
상큼하겠네요,1,0,0
상타취인거처럼,1,0,0
새,2,0,0
새거,3,0,0
새거네요,1,0,0
새거는,0,1,0
새거상태,1,0,0
새거야,1,0,0
새거에여,1,0,0
새거인데,1,0,0
새것,1,0,0
새것ㅎㅎ,1,0,0
새겨들어야,2,0,0
새까맣게,1,0,0
새내기ㅎㅎ,1,0,0
새됐어,0,1,0
새드소설이냐고,1,0,0
새로,1,0,0
새로운,4,1,0
새로워,1,0,0
새벽에했잠ㅎ아,1,0,0
새상품,1,0,0
새집,1,0,0
새집만들어줬는데,1,0,0
새차네,1,0,0
새침하더라고요ㅋㅋㅋ,0,0,1
새카맣게,1,0,0
새콤달콤,0,0,1
새폰,0,0,1
새폰이잖아여,1,0,0
새하얘,1,0,0
새학교로,1,0,0
색깔,1,0,0
색달랐을것같아요,1,0,0
색시,0,0,1
샘플이랑,1,0,0
생,1,0,1
생각,2,0,0
생각도,1,0,1
생각도못하는,1,0,0
생각만,1,0,0
생각짧은사람만들어,1,0,0
생고기,1,0,0
생머리,1,0,0
생생하고,0,0,1
생생한면,1,0,0
생생허구먼,0,0,1
생소하신가보네요,1,0,0
생얼,1,0,0
생일잔치,1,0,0
생쥐됐었어요,1,0,0
생초보,1,0,0
생초짜라ㅎ,1,0,0
샤르륵,1,0,0
샤브샤브,2,0,0
샤브샤브예요ㅋㅋㅋㅋㅋㅋ,1,0,0
샴푸부자네여,1,0,0
서글서글,0,0,1
서늘하잖아요,1,0,0
서럽ㅋㅋㅋ,1,0,0
서럽지,1,0,0
서로를,0,1,0
서비스직이에요,1,0,0
서양요리같아,1,0,0
서양인들이,1,0,0
서운하다고,1,0,0
서운해요,0,0,1
서프라이즈네,1,0,0
선,1,0,0
선망의,1,0,0
선명하겐,1,0,0
선명하네,0,0,1
선명하더라구요,0,0,1
선명한,0,0,1
선방,1,0,0
선비말투는,1,0,0
선선,2,0,0
선선하고,1,0,0
선선하더라구요,1,0,0
선선하지,1,0,0
선선해요,2,0,0
선선해졌어,1,0,0
선을,0,0,1
선전했지,1,0,0
선택인,1,0,0
설레겠어요,1,0,0
설레는,1,0,0
설레잔아요,1,0,0
설레죽지,1,0,0
설렜습니다,0,0,1
설명,1,0,0
설사는,1,0,0
설잠,1,0,0
설탕을,0,0,1
섬세한양반이예요,0,0,1
섭렵하고,1,0,0
섭섭했겠다,1,0,0
섭섭했답니다,0,0,1
성격이,1,0,2
성공,1,0,1
성공적이신데요,1,0,0
성공적이었어,0,0,1
성공적이었어요,1,0,0
성공하셨네요,1,0,0
성공하셨어요,1,0,0
성공한,1,0,0
성공한거지,1,0,0
성공할,1,0,0
성공해서,1,0,0
성공했네요,1,0,0
성덕이더라,1,0,0
성수기라,1,0,0
성수기를,1,0,0
성숙미가,1,0,0
성실하게,1,0,0
성실하고,0,0,1
성실하군,0,0,1
성실하셔서,1,0,0
성실히,1,0,0
성의,1,0,0
성인이네요,1,0,0
성장한,0,0,1
성추행,1,0,0
성취감,1,0,0
세게,1,0,1
세게넘어젹나보네,1,0,0
세계,2,0,0
세계관이,1,0,0
세구만,1,0,0
세꼬시파라,1,0,0
세뇌당하기,0,1,0
세뇌되기,0,1,0
세대차이,1,0,0
세라믹이,1,0,0
세련된,1,0,0
세보였는데,1,0,0
세상천하,0,0,1
세세하게,0,0,1
세세하네,1,0,0
세세히,1,0,0
세신가봐요,1,0,0
세트로,1,0,0
세트로는,1,0,0
센가봐요,1,0,0
센데,1,0,0
센세이션,1,0,0
센스,1,0,0
센스가,0,0,1
센스쟁이셔요,1,0,0
센스쥉,1,0,0
센티멘털,1,0,0
셀럽이네,1,0,0
셀프,0,0,1
소그노,1,0,0
소꿉,0,0,1
소나기,1,0,0
소나기처럼,1,0,0
소녀소녀하고,1,0,0
소도시에,1,0,0
소량으로,0,0,1
소룸돋죠,1,0,0
소름,3,0,0
소름끼쳤어요,1,0,0
소름돋아요,1,0,0
소름이,1,0,0
소름이었어요,1,0,0
소름이었음,1,0,0
소리,2,0,0
소리가,0,0,1
소멸,1,0,0
소몰이,0,0,1
소문이,0,0,1
소박한,0,0,1
소비자,1,0,0
소소하게,1,0,0
소소한,0,0,1
소속사,1,0,0
소수과나,1,0,0
소심,1,0,0
소심마루네,1,0,0
소심해서,1,0,0
소액이지만,0,0,1
소울메이트였는데,1,0,0
소울푸드,2,0,0
소울푸드걸랑요,1,0,0
소울푸드잖아요,1,0,0
소중,1,0,0
소중하죠,1,0,0
소중한,1,0,0
소중히,0,0,1
소태라고,1,0,0
소풍ㅁㅔ뉴네,1,0,0
속,1,0,0
속내가,0,0,1
속도가,0,0,1
속버리는데,1,0,0
속상해요,0,0,1
속세의,1,0,0
속았네,1,0,0
속을,0,0,1
속이,0,0,2
속전속결이네,1,0,0
손,1,0,0
손놓고,1,0,0
손님대접,1,0,0
손닦으려는데,0,0,1
손바닥,0,0,1
손바닥만할때부터,1,0,0
손에,1,0,1
손오공됫음,1,0,0
손절했는데,1,0,0
손해고,1,0,0
손해임다,0,0,1
손호준파라고,1,0,0
솔깃한데,0,0,1
솔깃함,0,0,1
솔솔ㅋ기,0,0,1
솜사탕ㅎㅎ,1,0,0
솜사탕같을거같아요,1,0,0
솜사탕이에요ㅎㅎ,1,0,0
쇼크에요,1,0,0
쇼핑왕이네요,1,0,0
수누이,1,0,0
수동식,1,0,0
수두루빽빽,0,0,1
수렁,1,0,0
수를,0,0,1
수많은,0,0,1
수박,2,0,0
수박이랑,1,0,0
수분,1,0,0
수사물,1,0,0
수산물,1,0,0
수상함,0,0,1
수제구만,1,0,0
수직상승이죠,1,0,0
수치스럽고,0,0,1
수포자여서,1,0,0
수학,1,0,0
숙연해저벼렸어요,1,0,0
숙이언니,1,0,0
순금으로,1,0,0
순댕천사강쥐자나,1,0,0
순둥이,0,0,1
순딩이에요,2,0,0
순딩이죠,1,0,0
순박한,1,0,0
순삭이었따,1,0,0
순삭이였죠,1,0,0
순삭이잖아요,1,0,0
순서,1,0,0
순서대로,1,0,0
순식간에,2,0,0
순식간이라고,1,0,0
순식간인뎅,1,0,0
순정,1,0,0
순진했죠,1,0,0
순한,1,0,0
순한맛에,0,0,1
순함,1,0,0
순해가지고ㅠㅠ,1,0,0
순했졐ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1,0,0
순화,1,0,0
술꾼,0,0,1
술독에,0,0,1
술술넘어가더라고요,0,0,1
술안주네용,1,0,0
술안주로,1,0,0
술안주인데,1,0,0
술안주지,1,0,0
술안주지ㅋㅋㅋㅋ,1,0,0
술이,1,0,0
술주정뱅이자나요,0,0,1
숨어서,1,0,0
숨어잇군,0,0,1
숨죽이는,1,0,0
숲속,1,0,0
쉩,1,0,0
쉬기,1,0,0
쉬는게,0,1,0
쉬어도,1,0,0
쉬운,1,0,1
쉬울듯,0,0,1
쉬워서,0,0,1
쉬워여,0,0,1
쉬워요,1,0,0
쉬웠답니다,0,0,1
쉬웠어요ㅋㅋ,1,0,0
쉴틈없게,0,0,1
쉽게,0,0,1
쉽다구,1,0,0
쉽당,1,0,0
쉽죠,1,0,1
쉽지,2,0,0
슉슉감,1,0,0
슌항중,0,0,1
슝슝,1,0,0
스낵류,1,0,0
스릴,2,0,0
스마트폰은,1,0,0
스마트홈으로,1,0,0
스무고개도,0,0,1
스엠파뤼,1,0,0
스쳐가게,0,0,1
스케줄이,0,0,1
스콜성기후,1,0,0
스타됏네,1,0,0
스탠다드한데,1,0,0
스토리,3,0,0
스토리가,0,0,1
스톱이죠,1,0,0
스트레스,2,0,2
스트레스ㅠㅜ,1,0,0
스트레스다,0,0,1
스트레스받았었죠,0,0,1
스트레스시겠다,1,0,0
스트레스예요,1,0,0
스트릿만,1,0,0
스트릿입니다,1,0,0
스파르타네,1,0,0
스펀지에여,1,0,0
스펙타클해지거든요,0,0,1
스포츠,1,0,0
슬랙처럼,1,0,0
슬프다,2,0,0
슬프다ㅠ,1,0,0
슬프도,1,0,0
슬픈,1,0,2
슬픈스토리야,0,0,1
슬플테지,0,0,1
슴슴한,1,0,0
슴슴한데,1,0,0
습하거나,1,0,0
습하겠다,1,0,0
습해졌습니다,1,0,0
시간,3,0,0
시간과,1,0,0
시간아깝기도,1,0,0
시간을,0,0,1
시간표,1,0,0
시골,2,0,0
시골똥개같아,2,0,0
시골이구나,1,0,0
시골인데,1,0,0
시골체질이여,0,0,1
시금치였었는데,1,0,0
시기적절,1,0,0
시껍,0,0,1
시끄러,0,0,1
시끄러워죽겠어,0,0,1
시끌벅적하죠ㅎㅎ,0,0,1
시끕한,1,0,0
시내네ㅜㅜ,1,0,0
시러,1,0,0
시러요,1,0,0
시러행,1,0,0
시르다,1,0,0
시름,1,0,0
시름ㅋㅋㅋㅋ,1,0,0
시어머니,1,0,0
시원달달,1,0,0
시원시원,1,0,0
시원하게,1,0,2
시원하겠구려,0,0,1
시원하겠어요,1,0,0
시원하구,1,0,0
시원하대요,0,0,1
시원하더라구요,1,0,0
시원한,1,0,0
시원한데,1,0,0
시원한듯,1,0,0
시원함,1,0,0
시원합니다,0,0,1
시원해,2,0,0
시원해앳,1,0,0
시원해요,1,0,3
시원행,1,0,0
시장통,1,0,0
시장통이겠다,1,0,0
시즌끝쯤에,1,0,0
시커멓게,1,0,0
시크하시군요,0,0,1
시트콤ㅎㅎㅎㅎ,1,0,0
시트콤재질이던에,1,0,0
식겁했다,1,0,0
식겁했어요,1,0,0
식단관리,1,0,0
식성,1,0,0
식품이라고,1,0,0
식품이조,1,0,0
신개념이네요,1,0,0
신경거슬려서,0,0,1
신경쓰이겠어요ㅜ,1,0,0
신기,11,0,0
신기ㅋㅋㅋㅋㅋㅋ,1,0,0
신기ㅋㅋㅋㅋㅋ책,1,0,0
신기ㅋㅋㅋㅋ씻고,1,0,0
신기ㅠㅅㅠ,1,0,0
신기방기,3,0,0
신기방기ㅋㅋㅋ,1,0,0
신기방기하구만,0,0,1
신기하겠다ㅋㅋㅋㅋ,1,0,0
신기하고만,0,0,1
신기하네,1,0,0
신기하네요,6,0,0
신기하네용ㅋㅋㅋㅋㅋㅋ,1,0,0
신기하다,3,0,0
신기하당,3,0,0
신기하닼ㅋㅋ,1,0,0
신기하지,1,0,0
신기한,2,0,0
신기한경험이였겠어요,1,0,0
신기할것같은ㅋㅋㅋㅋㅋ,1,0,0
신기해,2,0,0
신기해ㅋㅋㅋ,2,0,0
신기해ㅋㅋㅋㅋㅋ,1,0,0
신기해ㅜㅠㅠㅠㅠ,1,0,0
신기해요,5,0,0
신기해요ㅋㅋㅋㅋ,1,0,0
신기했던,1,0,0
신기했어요,2,0,0
신기했어요ㅋㅋㅋㅋ,1,0,0
신기행,7,0,0
신기햤오,1,0,0
신기허네요,1,0,0
신나,0,0,2
신나가지고,1,0,0
신나게,2,0,4
신나겠구먼,1,0,0
신나겠네,0,0,1
신나겠다,1,0,1
신나겠어요ㅋㅋ,1,0,0
신나네요,2,0,0
신나는,2,0,1
신나는구만요,1,0,0
신나보이네요,0,0,1
신나서,0,0,1
신나셨네ㅋㅋㅋ,0,0,1
신나요,1,0,0
신나졌어,1,0,0
신난다고,1,0,0
신날,1,0,0
신날거같아요,1,0,0
신남,1,0,0
신남요,1,0,0
신났겠네요,0,0,1
신났겠어,0,0,1
신났네,1,0,0
신났넼ㅋㅋㅋㅋ,0,0,1
신났다,0,0,1
신났어,1,0,0
신났어요,1,0,1
신났었어요,1,0,0
신났지,1,0,1
신낭,1,0,0
신뢰도,0,1,0
신메뉴네,1,0,0
신문물,1,0,0
신박해요ㅋㅋㅋㅋㅋ,1,0,0
신발,1,0,0
신봉자,1,0,0
신봉자가,1,0,0
신부님,1,0,0
신분상승이에요,1,0,0
신사적으로,0,0,1
신상,0,0,1
신생아때는,1,0,0
신생아때부터,1,0,0
신생아라서,1,0,0
신생아를,1,0,0
신선놀음이,0,0,1
신선하겠다,1,0,0
신선하고,2,0,0
신선하네,0,0,1
신선하네요,1,0,0
신세계,6,0,0
신세계네,1,0,0
신세계를,1,0,0
신세계야,1,0,0
신세계였는데,1,0,0
신세계였죠,1,0,0
신세계의,1,0,0
신세대시네용,1,0,0
신식이야,0,0,1
신실하시죠,0,0,1
신인,1,0,0
신인들,1,0,0
신인들이,1,0,0
신작으로,1,0,0
신적인,1,0,0
신혼,0,0,1
신혼부부가,1,0,0
신혼이시네ㅋㅋㅋㅋ,1,0,0
신혼이시네요,1,0,0
신화에,1,0,0
실내,1,0,0
실내스포츠라,1,0,0
실력,1,0,0
실력파,0,0,1
실망,3,0,0
실망ㅋㅋㅋ,1,0,0
실망스러웠어요,0,0,1
실망이,0,0,1
실망이다,0,0,1
실망했어욬ㅋㅋㅋ,1,0,0
실용영어,1,0,0
실용적인,1,0,0
실용파거든요,1,0,0
실컷,0,0,1
실컷잤어요ㅎㅎㅎ,0,0,1
실패,4,0,0
실패다,1,0,0
실합니다,0,0,1
실합니더,0,0,1
실험이,1,0,0
싫네요,1,0,0
싫어,5,0,0
싫어오ㅠㅠ,1,0,0
싫어요,2,0,0
싫어요ㅠㅠ,1,0,0
싫어하걸라요,1,0,0
싫어하고,1,0,1
싫어하는거,1,0,0
싫어하는데,2,0,0
싫어하시지,2,0,0
싫어합니다,1,0,0
싫어해,2,0,0
싫어해서,1,0,0
싫어해서요,0,0,1
싫어해요,5,0,0
싫은,1,0,0
싫음,3,0,0
싫죠,1,0,0
싫지,1,0,0
심각쓰,0,0,1
심각하게,1,0,0
심각하다는데,1,0,0
심각한,2,0,1
심각혀,0,0,1
심금을,0,0,1
심수련,1,0,0
심술,0,1,0
심장,0,0,1
심장쫄려ㅋㅋㅋ,1,0,0
심장터질뻔했자나,1,0,0
심쿵,1,0,0
심하게,3,0,3
심하게도했는데,0,0,1
심하고,1,0,0
심하네,1,0,0
심하넹,1,0,0
심하지는,0,0,1
심하진,0,0,1
심한,2,0,2
심해서,1,0,0
심해직ㅎ,1,0,0
심해질,1,0,0
심했는데,0,0,1
심했지,1,0,0
심했지ㅋㅋㅋ,1,0,0
심행,1,0,0
심히,0,0,1
심히게,0,0,1
싱거웠어,0,0,1
싱그럽,1,0,0
싱글,0,0,1
싱싱,1,0,0
싱싱하고,2,0,0
싱싱하구나,0,0,1
싱싱해서,1,0,0
싸게,7,0,1
싸고,1,0,0
싸그리,0,0,1
싸네,1,0,0
싸다,2,0,0
싸다ㅠ,1,0,0
싸롱해,1,0,0
싸불하는중,1,0,0
싸악,0,0,1
싸요,1,0,0
싸이월드에서,1,0,0
싸이코,1,0,0
싸지,1,0,0
싸했음,1,0,0
싹다,0,1,0
싹싹,0,0,1
싹을,0,0,1
싹이구만,0,0,1
싹이지,1,0,0
싼,1,0,0
싼값에,1,0,0
싼거야,1,0,0
싼거였어,1,0,0
싼건,0,0,1
싼데,1,0,0
쌀,1,0,0
쌀국수,2,0,0
쌀국수가,1,0,0
쌀국수각이에요,1,0,0
쌀쌀,2,0,0
쌀쌀해,1,0,0
쌀쌀해요,2,0,0
쌈,1,0,0
쌉,1,0,0
쌍저질,1,0,0
쌔게,1,0,0
쌤이,0,0,1
쌩,2,0,1
쌩머리ㅋㅋㅋㅋㅋ,1,0,0
쌩쌩,1,0,0
쌩쌩돌아감,1,0,0
쌩쌩해요,0,0,1
쌩초보에요,1,0,0
썩,0,0,1
썩더라구요,0,0,1
썸이니,0,0,1
쎄서,1,0,0
쎔,2,0,0
쏙들어,0,0,1
쏙속들어와요,0,0,1
쏟아져,1,0,0
쏟아지네요ㅜㅜ,1,0,0
쏟아지는듯,1,0,0
쏟아지더민,1,0,0
쏠쏠하네요,1,0,0
쏠쏠합니다,0,0,1
쏠쏠해,1,0,1
쏠쏠해요,1,0,0
쏴악,0,0,1
쑥쑥,0,0,1
쑥쑥자란대,0,0,1
쑥쑥크는게,1,0,0
쒸익쒸익해쪄,1,0,0
쓰레기,1,0,0
쓰레기같다던데ㅋㅋㅋㅋㅋㅋ,1,0,0
쓰레기네,1,0,0
쓰려,0,0,1
쓰세요,1,0,0
쓸쓸할지도,0,0,1
씐나,1,0,0
씐나겠네,0,0,1
씐난당ㅋ,1,0,0
씬스틸러,0,0,1
씹는,0,0,1
씻어줘도,0,1,0
씻은듯이,0,0,1
아가넹,1,0,0
아가들이었는데,1,0,0
아가였는데,1,0,0
아가였삼,1,0,0
아가인데,1,0,0
아가일,1,0,0
아그레아블한,1,0,0
아기,3,0,0
아기귤이에요,1,0,0
아기귤이왔어요,1,0,0
아기들,1,0,0
아기들은,1,0,0
아기때부터,1,0,0
아기라서,1,0,0
아기자기해,1,0,0
아노락같은거,1,0,0
아늑하게,0,0,1
아는사람들만,1,0,0
아니라고는,0,0,1
아니에요,1,0,0
아니예요,1,0,0
아닌데,1,0,0
아동학대,1,0,0
아들,1,0,0
